DATE,TSX,RETAIL,POP,LFC,PTM,UNEMP,EI,CPIT,CPIC,AHPI,VHPI,CHPI,MHPI,THPI,THPIH,THPIA,NEWHL,STLP,NHSTRT,NHCMPL,HSTRT,RENT,ABS,UABS,ALOAN,DELR,OWN,RETAILC,CNEWHL,CNEWH,CNEWL,AVGPT,AVGPG,DMKT,INV,BONDS
1994-07,4178.97,,,,,,,84.4,85.7,,,,,,,,56.9,,"2,121","1,646","12,258",85.8,"1,052",368,,,90.7,,56.9,52.3,67.8,,,,,9.46
1994-08,4349.5,,,,,,,84.5,85.8,,,,,,,,57,,"1,819","1,465","12,611",86,831,402,,,91.0,,57.0,52.4,67.8,,,,,8.87
1994-09,4354.18,,,,,,,84.5,85.9,,,,,,,,57,,"2,050","1,817","12,849",86.1,"1,155",387,,,91.2,,57.0,52.4,67.8,,,,,9.07
1994-10,4291.65,,,,,,,84.3,85.7,,,,,,,,56.9,,"2,425","2,348","12,932",86.3,"1,103",496,,,91.3,,56.9,52.4,67.8,,,,,9.36
1994-11,4093.41,,,,,,,84.8,86.2,,,,,,,,56.8,,"1,776","2,047","12,662",86.5,"1,273",492,,,91.3,,56.8,52.3,67.7,,,,,9.26
1994-12,4213.61,,,,,,,85.1,86.3,,,,,,,,56.8,,911,"1,429","12,143",86.6,"1,251",483,,,91.3,,56.8,52.3,67.6,,,,,9.13
1995-01,4017.48,,,,,,,85.7,86.6,,,,,,,,56.8,,954,"1,932","11,168",86.8,867,458,,,91.7,,56.8,52.3,67.6,,,,,9.4
1995-02,4124.81,,,,,,,86,87,,,,,,,,56.7,,"1,179","1,119","11,222",86.9,574,537,,,92.0,,56.7,52.2,67.4,,,,,8.87
1995-03,4313.61,,,,,,,86.1,87.2,,,,,,,,56.6,,"1,302",919,"11,609",87,734,556,,,92.2,,56.6,52.2,67.4,,,,,8.76
1995-04,4279.47,,,,,,,86.2,87.5,,,,,,,,56.5,,"1,553","1,457","11,699",87.1,676,560,,,92.4,,56.5,52.1,67.4,,,,,8.52
1995-05,4448.64,,,,,,,86.6,87.7,,,,,,,,56.4,,"1,102","1,193","11,611",87.4,665,550,,,92.8,,56.4,52.0,67.2,,,,,8.26
1995-06,4527.15,,,,,,,86.7,87.7,,,,,,,,56.3,,"1,623","1,298","11,935",87.5,786,576,,,92.8,,56.3,51.8,67.0,,,,,8.19
1995-07,4615.05,,,,,,,86.7,87.9,,,,,,,,56.2,,912,"1,375","11,472",87.5,845,585,,,92.6,,56.2,51.8,66.9,,,,,8.66
1995-08,4516.7,,,,,,,86.5,87.7,,,,,,,,56.2,,"1,396","1,831","11,036",87.7,936,601,,,92.6,,56.2,51.8,67.0,,,,,8.41
1995-09,4529.75,,,,,,,86.8,87.8,,,,,,,,56.2,,"1,443","1,554","10,925",87.8,836,635,,,92.4,,56.2,51.7,66.9,,,,,8.27
1995-10,4459.16,,,,,,,86.7,87.7,,,,,,,,55.9,,"1,022","1,301","10,646",87.8,833,646,,,92.7,,55.9,51.4,66.6,,,,,8.28
1995-11,4661.18,,,,,,,86.8,88,,,,,,,,55.6,,"1,968",843,"11,770",87.9,524,625,,,92.6,,55.6,51.3,66.4,,,,,7.63
1995-12,4713.54,,,,,,,86.7,87.8,,,,,,,,55.7,,"1,871","1,013","12,629",88,653,674,,,92.4,,55.7,51.3,66.4,,,,,7.63
1996-01,4968.43,,,,,,,86.9,88,,,,,,,,55.6,,"1,038","1,282","12,385",88.1,660,679,,,92.4,,55.6,51.3,66.4,,,,,7.64
1996-02,4933.72,,,,,,,87.2,88.1,,,,,,,,55.4,,816,"1,376","11,813",88.2,602,668,,,92.4,,55.4,51.0,66.4,,,,,8.08
1996-03,4970.83,,,,,,,87.5,88.5,,,,,,,,55.3,,923,"1,263","11,456",88.3,605,664,,,91.7,,55.3,50.9,66.3,,,,,8.14
1996-04,5146.47,,,,,,,87.7,88.7,,,,,,,,55.1,,"1,063","1,011","11,511",88.4,544,576,,,92.0,,55.1,50.6,66.3,,,,,8.26
1996-05,5246.4,,,,,,,87.8,89,,,,,,,,55,,"2,100","1,186","12,430",88.6,592,537,,,91.8,,55.0,50.5,66.3,,,,,8.09
1996-06,5044.07,,,,,,,87.7,89,,,,,,,,55.1,,"1,844","1,541","12,729",88.8,618,548,,,91.5,,55.1,50.6,66.3,,,,,8.17
1996-07,4929.15,,,,,,,87.7,89,,,,,,,,55,,"1,818","1,203","13,346",89,801,532,,,91.5,,55.0,50.6,66.3,,,,,8.06
1996-08,5143.43,,,,,,,87.9,89,,,,,,,,55,,"1,406","1,431","13,321",89.1,941,502,,,91.2,,55.0,50.6,66.2,,,,,7.83
1996-09,5291.07,,,,,,,88.2,89.1,,,,,,,,55,,"2,343","1,657","14,021",89.4,"1,351",539,,,91.0,,55.0,50.6,66.1,,,,,7.75
1996-10,5598.82,,,,,,,88.4,89.3,,,,,,,,55,,"1,787","2,468","13,340",89.5,"1,148",541,,,91.0,,55.0,50.6,66.1,,,,,7.12
1996-11,6016.67,,,,,,,88.8,89.7,,,,,,,,55.2,,"1,859","1,784","13,421",89.5,"1,151",533,,,90.8,,55.2,50.8,66.1,,,,,6.75
1996-12,5927.03,,,,,,,89,89.7,,,,,,,,55.2,,"2,001","2,220","13,206",89.5,953,575,,,90.7,,55.2,50.8,66.2,,,,,7.09
1997-01,6109.58,,,,,,,89,89.9,,,,,,,,55.3,,"1,308","1,778","12,735",89.6,"1,089",564,,,90.9,,55.3,51.0,66.2,,,,,7.38
1997-02,6157.84,,,,,,,89,90.1,,,,,,,,55.4,,"1,486","1,365","12,722",89.8,888,589,,,90.8,,55.4,51.1,66.3,,,,,7.08
1997-03,5850.22,,,,,,,89.3,90.2,,,,,,,,55.5,,"1,412","1,304","12,842",89.8,828,534,,,91.0,,55.5,51.2,66.2,,,,,7.24
1997-04,5976.63,,,,,,,89.4,90.2,,,,,,,,55.5,,"2,623","2,327","13,140",90.1,"1,065",506,,,91.2,,55.5,51.3,66.1,,,,,7.18
1997-05,6382.12,,,,,,,89.3,90.3,,,,,,,,55.6,,"2,398","1,889","13,651",90.2,992,465,,,91.2,,55.6,51.3,66.2,,,,,7.15
1997-06,6437.74,,,,,,,89.7,90.5,,,,,,,,55.6,,"1,648","1,795","13,497",90.4,998,458,,,91.3,,55.6,51.4,66.3,,,,,6.73
1997-07,6877.68,,,,,,,89.6,90.5,,,,,,,,55.6,,"2,424","1,952","14,099",90.5,"1,420",449,,,91.1,,55.6,51.4,66.3,,,,,6.32
1997-08,6611.79,,,,,,,89.9,90.6,,,,,,,,55.6,,"2,598","2,149","14,548",90.7,"1,554",422,,,91.0,,55.6,51.4,66.3,,,,,6.63
1997-09,7040.23,,,,,,,89.7,90.6,,,,,,,,55.6,,"2,632","1,955","15,224",90.8,"1,648",398,,,90.7,,55.6,51.4,66.3,,,,,6.26
1997-10,6842.36,,,,,,,89.9,90.6,,,,,,,,55.6,,"2,375","2,253","15,353",90.9,"1,352",391,,,90.7,,55.6,51.4,66.3,,,,,6.05
1997-11,6512.78,,,,,,,89.6,90.5,,,,,,,,55.8,,"2,389","2,104","15,643",91,"1,503",405,,,90.4,,55.8,51.7,66.3,,,,,5.96
1997-12,6699.44,,,,,,,89.5,90.4,,,,,,,,55.9,,"2,281","2,471","15,457",91.1,"1,300",437,,,90.8,,55.9,51.8,66.4,,,,,5.95
1998-01,6700.2,,,,,,,89.9,90.9,,,,,,,,56,,"1,692","2,005","15,154",91.2,"1,419",451,,,90.8,,56.0,51.9,66.4,,,,,5.81
1998-02,7092.49,,,,,,,90.4,91,,,,,,,,56,,"1,438","1,985","14,727",91.3,"1,279",460,,,90.9,,56.0,52.0,66.4,,,,,5.78
1998-03,7558.5,,,,,,,90.4,91.1,,,,,,,,56,,"2,223","2,285","14,686",91.4,"1,222",458,,,91.1,,56.0,52.0,66.4,,,,,5.7
1998-04,7664.99,,,,,,,90.1,91,,,,,,,,56,,"2,882","1,911","15,611",91.5,"1,395",431,,,91.3,,56.0,52.0,66.4,,,,,5.76
1998-05,7589.78,,,,,,,90.4,91.3,,,,,,,,56.1,,"2,317","1,822","16,142",91.6,"1,088",428,,,91.3,,56.1,52.1,66.4,,,,,5.61
1998-06,7366.89,,,,,,,90.4,91.4,,,,,,,,56.2,,"1,619","2,169","15,592",91.7,"1,214",352,,,91.1,,56.2,52.2,66.5,,,,,5.52
1998-07,6931.43,,,,,,,90.4,91.4,,,,,,,,56.2,,"1,268","1,242","15,615",91.8,850,335,,,91.5,,56.2,52.3,66.5,,,,,5.61
1998-08,5530.71,,,,,,,90.4,91.4,,,,,,,,56.2,,"2,099","1,262","16,452",91.9,"1,004",338,,,91.4,,56.2,52.2,66.6,,,,,5.83
1998-09,5614.12,,,,,,,90.5,91.2,,,,,,,,56.2,,"2,666","1,623","17,494",92,"1,017",355,,,91.7,,56.2,52.2,66.6,,,,,5.32
1998-10,6208.28,,,,,,,90.9,91.6,,,,,,,,56.2,,"2,803","1,453","18,834",92.1,"1,193",355,,,92.2,,56.2,52.3,66.4,,,,,5.45
1998-11,6343.87,,,,,,,90.8,91.6,,,,,,,,56.2,,"2,325","1,518","19,638",92.3,"1,289",337,,,92.0,,56.2,52.3,66.4,,,,,5.47
1998-12,6485.94,,,,,,,90.5,91.3,,,,,,,,56.3,,"2,578","2,207","20,009",92.4,"1,368",349,,,92.0,,56.3,52.3,66.6,,,,,5.23
1999-01,6729.56,,,,,,,90.8,91.5,,,,,,,,56.3,,"1,579","1,440","20,144",92.6,"1,076",371,,,92.1,,56.3,52.3,66.6,,,,,5.23
1999-02,6312.69,,,,,,,90.9,91.6,,,,,,,,56.3,,"2,132","2,957","19,324",92.7,"1,636",436,,,91.9,,56.3,52.4,66.6,,,,,5.43
1999-03,6597.79,,,,,,,91.5,92,,,,,,,,56.4,,"2,321","3,279","18,347",92.8,"1,752",448,,,92.0,,56.4,52.5,66.6,,,,,5.36
1999-04,7014.7,,,,,,,91.8,92.5,,,,,,,,56.4,,"3,537","1,964","19,918",92.9,"1,498",478,,,92.6,,56.4,52.6,66.6,,,,,5.41
1999-05,6841.8,,,,,,,92.2,92.7,,,,,,,,56.4,,"4,018","1,879","22,052",93.1,"1,274",554,,,92.4,,56.4,52.6,66.5,,,,,5.58
1999-06,7010.07,,,,,,,92.1,92.9,,,,,,,,56.4,,"3,014","3,133","21,935",93.2,"1,700",665,,,92.4,,56.4,52.7,66.6,,,,,5.63
1999-07,7081.03,,,,,,,92.3,93.1,,,,,,,,56.5,,"2,516","2,144","22,306",93.3,"1,570",677,,,92.5,,56.5,52.8,66.6,,,,,5.74
1999-08,6970.81,,,,,,,92.7,93.3,,,,,,,,56.7,,"3,266","2,804","22,746",93.4,"2,320",562,,,92.4,,56.7,53.0,66.6,,,,,5.68
1999-09,6957.72,,,,,,,92.9,93.6,,,,,,,,56.8,,"2,605","2,091","23,256",93.7,"1,569",549,,,93.1,,56.8,53.2,66.7,,,,,5.91
1999-10,7256.22,,,,,,,93,93.7,,,,,,,,56.9,,"3,095","2,215","24,131",93.7,"1,682",565,,,92.2,,56.9,53.3,66.8,,,,,6.36
1999-11,7523.23,,,,,,,93,93.6,,,,,,,,57.1,,"3,833","3,828","24,132",93.8,"1,764",662,,,92.4,,57.1,53.6,66.8,,,,,6.1
1999-12,8413.75,,,,,,,93.3,93.7,,,,,,,,57.2,,"2,988","2,113","25,008",94,"1,330",645,,,92.6,,57.2,53.7,66.8,,,,,6.23
2000-01,8481.11,,,,,,44210,93.1,93.5,,,,,,,,57.2,,"1,816","2,001","24,825",94.1,"1,631",620,,,93.0,,57.2,53.7,66.8,,,,,6.27
2000-02,9128.99,,,,,,46000,93.9,94.1,,,,,,,,57.4,,"2,963","2,927","24,856",94.2,"1,726",585,,,93.3,,57.4,54.0,66.8,,,,,5.83
2000-03,9462.39,,,,,,47090,94.5,94.8,,,,,,,,57.5,,"2,425","2,783","24,501",94.3,"1,693",601,,,93.8,,57.5,54.1,66.9,,,,,5.84
2000-04,9347.61,,,,,,38420,94,94.5,,,,,,,,57.6,,"4,292","1,785","27,011",94.6,"1,398",548,,,94.3,,57.6,54.2,66.9,,,,,5.92
2000-05,9251.99,,,,,,33750,94.6,94.9,,,,,,,,57.8,,"2,601","2,793","26,826",94.7,"1,523",518,,,94.6,,57.8,54.4,67.0,,,,,5.63
2000-06,10195.45,,,,,,31480,95.3,95.5,,,,,,,,57.8,,"2,589","3,083","26,344",94.9,"1,743",459,,,94.8,,57.8,54.4,67.0,,,,,5.61
2000-07,10406.31,,,,,,31750,95.3,95.8,,,,,,,,57.9,,"4,445","4,376","26,404",95,"2,012",441,,,95.1,,57.9,54.5,67.1,,,,,5.55
2000-08,11247.91,,,,,,38630,95.2,95.7,,,,,,,,58.1,,"3,105","2,964","26,546",95.1,"1,946",474,,,95.3,,58.1,54.7,67.2,,,,,5.51
2000-09,10377.92,,,,,,28000,95.6,96.1,,,,,,,,58.2,,"3,733","3,572","26,702",95.1,"2,203",481,,,95.2,,58.2,54.9,67.3,,,,,5.67
2000-10,9639.57,,,,,,27020,95.8,96.3,,,,,,,,58.3,,"4,222","2,242","28,692",95.4,"1,775",456,,,95.7,,58.3,55.0,67.4,,,,,5.61
2000-11,8819.92,,,,,,27430,96.4,96.6,,,,,,,,58.5,,"3,727","2,652","29,771",95.6,"1,858",491,,,95.8,,58.5,55.3,67.4,,,,,5.51
2000-12,8933.68,,,,,,30820,96.4,96.7,,,,,,,,58.6,,"3,064","2,562","30,273",95.9,"1,258",498,,,96.3,,58.6,55.3,67.4,,,,,5.56
2001-01,9321.87,,,,,,42530,96.5,96.3,,,,,,,,58.7,,"3,145","3,664","29,780",96,"2,615",500,,,96.5,,58.7,55.5,67.4,,,,,5.72
2001-02,8078.72,,,,,,43840,97.1,96.8,,,,,,,,58.8,,"2,229","2,414","29,600",96.2,"1,635",696,,,96.7,,58.8,55.7,67.5,,,,,5.66
2001-03,7608,,,,,,49820,97.7,97.1,,,,,,,,59,,"2,827","2,329","30,135",96.4,"1,694",646,,,96.9,,59.0,55.9,67.5,,,,,5.79
2001-04,7946.63,,,,,,39910,98.2,97.8,,,,,,,,59.2,,"3,861","2,793","31,210",96.6,"1,575",618,,,97.3,,59.2,56.1,67.6,,,,,5.97
2001-05,8161.87,,,,,,37140,98.6,98.6,,,,,,,,59.3,,"3,906","2,131","32,947",96.9,"1,567",594,,,97.5,,59.3,56.2,67.7,,,,,6.03
2001-06,7736.35,,,,,,38540,98.4,98.7,,,,,,,,59.5,,"3,930","2,585","34,290",97,"1,683",717,,,97.5,,59.5,56.5,67.8,,,,,5.89
2001-07,7689.69,,,,,,45170,98.3,98.4,,,,,,,,59.6,,"2,310","2,782","33,819",97.3,"1,471",905,,,97.7,,59.6,56.7,67.8,,,,,5.94
2001-08,7399.22,,,,,,49470,98.2,98.4,,,,,,,,59.7,,"4,583","4,845","33,644",97.5,"3,357",939,,,97.7,,59.7,56.8,67.8,,,,,5.67
2001-09,6838.56,,,,,,40150,98.4,98.6,,,,,,,,59.9,,"3,122","3,954","32,813",97.6,"2,675",879,,,97.8,,59.9,56.9,67.8,,,,,5.86
2001-10,6885.7,,,,,,41560,98.3,98.1,,,,,,,,59.9,,"3,799","3,934","32,684",98,"3,544",639,,,99.5,,59.9,57.0,67.9,,,,,5.31
2001-11,7425.65,,,,,,45240,97.8,97.2,,,,,,,,60.1,,"3,989","3,640","33,075",98.2,"1,975",593,,,99.3,,60.1,57.2,68.0,,,,,5.59
2001-12,7688.41,,,,,,51470,98,97.4,,,,,,,,60.2,,"3,316","2,067","34,305",98.4,"1,727",576,,,99.3,,60.2,57.3,67.9,,,,,5.69
2002-01,7648.49,,,,,,65720,97.7,97.6,,,,,,,,60.4,,"4,097","3,203","35,197",98.6,"1,512",593,,,99.2,,60.4,57.6,68.0,,,,,5.68
2002-02,7637.5,,,,,,64370,98.5,98.2,,,,,,,,60.8,,"2,511","3,345","34,361",98.9,"1,747",593,,,99.2,,60.8,58.1,68.1,,,,,5.69
2002-03,7851.47,,,,,,65770,99.6,98.9,,,,,,,,61,,"3,064","3,585","33,840",99,"1,902",614,,,99.6,,61.0,58.3,68.2,,,,,5.98
2002-04,7663.39,,,,,,57540,99.5,99.5,,,,,,,,61.4,,"3,879","2,887","34,833",99.4,"1,743",666,,,99.7,,61.4,58.9,68.3,,,,,5.92
2002-05,7656.13,,,,,,52470,99.6,99.7,,,,,,,,61.8,,"3,555","3,340","35,113",99.7,"2,106",680,,,99.9,,61.8,59.3,68.5,,,,,5.78
2002-06,7145.61,,,,,,49140,100,99.9,,,,,,,,61.9,,"3,505","3,062","35,546",99.9,"1,883",678,,,100.0,,61.9,59.5,68.5,,,,,5.74
2002-07,6605.42,,,,,,54110,100.3,100.5,,,,,,,,62,,"4,715","4,282","35,982",100.2,"2,184",700,,,100.0,,62.0,59.6,68.5,,,,,5.73
2002-08,6611.95,,,,,,55620,100.8,100.9,,,,,,,,62.3,,"4,088","3,939","36,130",100.5,"2,802",691,,,100.1,,62.3,59.9,68.7,,,,,5.58
2002-09,6180.42,,,,,,44530,100.4,100.9,,,,,,,,62.4,,"3,179","3,945","35,380",100.6,"2,497",783,,,99.9,,62.4,60.1,68.7,,,,,5.43
2002-10,6248.79,,,,,,43160,101,101.2,,,,,,,,62.7,,"4,210","4,007","35,594",100.9,"2,522",824,,,100.5,,62.7,60.6,68.8,,,,,5.63
2002-11,6570.42,,,,,,44090,101.3,101.5,,,,,,,,63.1,,"4,226","4,361","35,523",101.1,"2,251",852,,,100.8,,63.1,61.1,68.9,,,,,5.58
2002-12,6614.54,,,,,,49970,101.3,101.1,,,,,,,,63.3,,"2,776","5,214","33,094",101.3,"2,401",792,,,101.2,,63.3,61.2,69.0,,,,,5.42
2003-01,6569.49,,,,,,62630,102.2,102,,,,,,,,63.4,,"1,927","3,069","32,024",101.3,"1,734",764,,,101.4,,63.4,61.5,69.1,,,,,5.49
2003-02,6555.12,,,,,,61690,103,102.8,,,,,,,,63.8,,"4,776","3,069","33,660",101.4,"1,855",685,,,101.6,,63.8,62.0,69.1,,,,,5.46
2003-03,6343.29,,,,,,64270,103.1,103.1,,,,,,,,63.9,,"3,040","2,492","34,198",101.4,"1,424",653,,,101.8,,63.9,62.0,69.1,,,,,5.58
2003-04,6586.07,,,,,,59810,102.5,102.4,,,,,,,,64.1,,"3,450","4,157","33,604",101.6,"1,868",652,,,102.3,,64.1,62.3,69.2,,,,,5.41
2003-05,6859.8,,,,,,55960,102.4,102.5,,,,,,,,64.5,,"3,899","3,036","34,328",101.7,"1,493",606,,,102.5,,64.5,62.7,69.4,,,,,5.12
2003-06,6983.14,,,,,,54780,102.6,102.5,,,,,,,,64.7,,"3,951","2,985","35,292",101.8,"1,796",621,,,103.0,,64.7,62.9,69.5,,,,,5.03
2003-07,7257.92,,,,,,60980,102.8,102.6,,,,,,,,64.9,,"3,989","2,802","36,478",101.9,"1,920",576,,,103.0,,64.9,63.2,69.5,,,,,5.4
2003-08,7510.32,,,,,,63880,103.4,102.9,,,,,,,,65.2,,"4,204","3,176","37,495",102.1,"1,958",568,,,103.2,,65.2,63.6,69.7,,,,,5.44
2003-09,7421.13,,,,,,50910,103.5,103.1,,,,,,,,65.5,,"4,130","3,405","38,220",102.1,"1,935",541,,,103.5,,65.5,63.9,69.9,,,,,5.23
2003-10,7772.7,,,,,,50860,103.3,102.8,,,,,,,,65.8,,"6,070","4,428","39,858",102.3,"2,239",586,,,104.3,,65.8,64.3,70.0,,,,,5.38
2003-11,7859.39,,,,,,51400,103.7,103.1,,,,,,,,66.3,,"3,158","2,846","40,203",102.4,"2,096",614,,,104.3,,66.3,64.9,70.0,,,,,5.29
2003-12,8220.89,,,,,,54490,104,103.2,,,,,,,,66.5,,"2,881","3,179","39,907",102.5,"2,113",674,,,104.6,,66.5,65.1,70.1,,,,,5.2
2004-01,8521.39,"4,175,373",,,,,64520,103.9,103.3,,,,,,,,66.7,,"1,536","3,654","37,786",102.6,"2,281",597,,,104.6,27935993,66.7,65.3,70.2,,,,,5.23
2004-02,8788.49,"4,288,320",,,,,67140,104.1,103.5,,,,,,,,66.9,,"1,796","2,397","37,192",102.7,"1,720",537,,,104.8,28719948,66.9,65.7,70.3,,,,,5.09
2004-03,8585.93,"4,280,663",,,,,68350,104.3,103.9,,,,,,,,67.2,,"3,499","2,706","37,983",102.8,"1,778",563,,,105.0,28689514,67.2,65.9,70.5,,,,,5.04
2004-04,8243.97,"4,204,141",,,,,59120,104.3,104.1,,,,,,,,67.7,,"4,186","3,377","38,790",102.9,"1,749",550,,,105.2,28254086,67.7,66.5,70.9,,,,,5.31
2004-05,8417.32,"4,304,142",,,,,51680,105.1,105,,,,,,,,68.2,,"4,191","3,342","39,632",103,"1,773",571,,,105.6,28554094,68.2,67.1,71.2,,,,,5.32
2004-06,8545.58,"4,212,152",,,,,50120,104.9,105.1,,,,,,,,68.7,,"4,274","3,626","39,989",103.1,"1,644",549,,,105.9,28550528,68.7,67.6,71.7,,,,,5.33
2004-07,8458.07,"4,240,099",,,,,56400,104.9,105,,,,,,,,68.8,,"3,259","3,059","40,185",103.2,"2,412",524,,,106.3,28616168,68.8,67.7,71.8,,,,,5.29
2004-08,8377.03,"4,273,779",,,,,59960,104.7,104.8,,,,,,,,69.1,,"5,558","2,878","42,865",103.3,"1,897",573,,,106.4,28836665,69.1,68.0,72.1,,,,,5.15
2004-09,8668.29,"4,312,065",,,,,45450,104.9,105,,,,,,,,69.3,,"3,563","3,702","42,718",103.4,"2,012",612,,,106.7,29243662,69.3,68.2,72.3,,,,,5.04
2004-10,8870.97,"4,343,358",,,,,44260,104.9,105.2,,,,,,,,69.5,,"4,524","4,411","42,895",103.4,"1,957",615,,,107.3,29561177,69.5,68.5,72.4,,,,,5
2004-11,9030.05,"4,405,079",,,,,44930,105.2,105.6,,,,,,,,69.8,,"3,175","3,488","42,575",103.5,"2,221",722,,,107.5,29901036,69.8,68.8,72.6,,,,,4.9
2004-12,9246.65,"4,345,126",,,,,49000,105.1,105.4,,,,,,,,69.9,,"2,554","2,980","42,148",103.8,"2,055",721,,,107.7,29593609,69.9,68.9,72.9,,,,,4.92
2005-01,9204.05,"4,437,136",,,,,59840,105,105.3,100,100,100,100,100,100,100,70.1,,"1,681","3,173","40,622",103.8,"1,748",756,,,107.5,29888781,70.1,69.1,73.0,,,,,4.74
2005-02,9668.32,"4,479,503",,,,,62270,105.6,105.7,100.3,102.2,99.8,100.4,100.3,100.3,100.3,70.3,,"2,296","2,761","40,018",104,"1,744",753,,,107.4,30460620,70.3,69.3,73.1,,,,,4.76
2005-03,9612.38,"4,376,561",,,,,63220,106.4,106.3,100.7,104.3,99.8,100.7,100.8,100.9,100.9,70.6,,"2,941","5,443","37,525",104,"1,949",695,,,107.9,30006264,70.6,69.6,73.5,,,,,4.77
2005-04,9369.3,"4,355,371",,,,,54800,106.3,106.6,101,105.9,99.5,101.6,101.2,101.1,101.2,71,,"4,448","2,026","39,950",104,"1,715",629,,,108.0,29940271,71.0,69.9,73.8,,,,,4.59
2005-05,9607.3,"4,371,228",,,,,49290,106.5,106.7,101.2,107.3,99.1,100.7,101.8,101.8,102.1,71.3,,"3,313","3,097","40,162",104.1,"1,703",615,,,108.7,29935878,71.3,70.3,74.2,,,,,4.46
